id,name,main_artist,key,mode,time_signature,duration_ms_x,danceability,loudness,energy,instrumentalness,liveness,valence,speechiness,tempo,popularity,youtube_views,last_fm_playcount,last_fm_listeners
7ozIfKLS1fBEylw7ZUI0OQ,ايلا بيسة تيبغيني,Cheb Bilal,10,0,4,412940,0.622,-4.73,0.861,6.22e-05,0.0433,0.912,0.0399,176.114,9,12027011,12,2
11KiwDTGmFT0tKRg8kZC5a,Rayi,Cheb Bilal,4,0,4,404119,0.576,-13.994,0.655,0.0041,0.119,0.701,0.0427,170.015,9,6137639,2,1
1ZGzTgSAvBIFyApy2DBGUZ,Ya El Hamman,Khaled,1,0,3,356039,0.481,-10.024,0.936,0.25,0.502,0.528,0.0946,187.35,9,1605129,25,16
6uHZwGWIwAkOsFleEqTIwm,Sayi,Cheb Hasni,2,1,4,337000,0.668,-7.643,0.728,4.76e-05,0.0453,0.817,0.0447,89.212,9,120289,85,12
555CcehuyfKfyzYkbZTe1x,Khement Hata Cheb Rassi,Khaled,0,0,4,349399,0.493,-12.195,0.659,1.26e-05,0.086,0.341,0.331,92.298,9,19689,31,26
3bLEEAmFCLB6M32ydHPMux,Douni El Bladi,Cheb Mami,0,1,4,323760,0.581,-6.719,0.783,4.53e-06,0.0617,0.963,0.0356,153.479,9,904077,2747,1157
6hXG317lvLlxnbIqqd7TMr,Chaghalti Bali,Cheb Mourad,2,0,4,519026,0.739,-5.644,0.884,2.03e-05,0.065,0.842,0.0352,92.003,9,3011884,1,1
7Akg3eVpj7mQIZqmlTQycV,Min M3aha Enguagite,Cheb Bello,6,0,4,357753,0.567,-7.665,0.798,1.92e-06,0.0835,0.722,0.117,171.769,9,79590,0,0
5fOuqq6LmLN7iAUX8B8yd9,Manchayach wahdi,Cheb Mourad,2,0,4,457213,0.706,-0.15,0.951,7.8e-06,0.253,0.748,0.132,91.981,9,889,2,2
4iHQzOQq0Vb7NpJHpHP4cn,Manakdarche,Cheb Hasni,7,0,3,345720,0.569,-8.841,0.555,0.00013,0.145,0.962,0.0397,156.875,9,2378938,35,14
6RRFTYBcpAHhzLq091cE8z,ديريها في بالك,Cheb Hasni,7,0,4,326093,0.714,-8.005,0.783,0.0623,0.103,0.894,0.037,91.629,9,254672,89,6
33v7tF9mVpHNTseiQEPYvu,Kont Mriyah Fi Dari,Cheb Bello,8,0,4,283110,0.538,-6.217,0.793,0.0,0.376,0.407,0.201,171.956,9,11382972,10,6
11JXsBEV99V4KEwc4I1BXg,Dert Ghelta,Kader Japonais,6,1,4,443222,0.583,-5.174,0.889,4.43e-05,0.33,0.89,0.0336,96.03,9,8376416,83,17
67rr6PI425UNbnxsKBgHbB,Ta3jebni El 3rida li 3ayniha Naymin,Cheb Bello,5,0,4,424437,0.632,-6.407,0.745,0.000212,0.186,0.879,0.19,93.856,9,1918,0,0
7gFdWrtXnKLQK9mECUXrlL,Ha Lalla,Cheb Hasni,10,1,4,364986,0.814,-7.591,0.667,0.0,0.0561,0.95,0.084,112.55,9,41410,0,0
6WWFVOGZJYBVz4tL9EompA,Klam Mousiba,Cheb Hasni,10,0,4,335320,0.559,-9.13,0.69,1.34e-06,0.732,0.654,0.0443,161.642,9,37440,5,5
1MTYUIoR0qiDeHCFEBn1Rp,Ana Zahri Win,Cheb Bello,1,0,4,429818,0.526,-9.373,0.572,0.0,0.32,0.953,0.0803,177.791,9,4118774,3,2
4caGN0RPbO1sGCjTTJtpdy,فيك يا دنيا,Cheb Mami,11,0,4,378640,0.666,-5.304,0.888,0.00031,0.0553,0.972,0.0361,104.985,9,2596811,0,0
1LrNFNSYCzRPbj89bE7hYj,El mont khadaa,Cheb Hasni,1,1,4,354452,0.636,-9.701,0.649,0.0,0.055,0.827,0.0576,83.354,9,57024,0,0
40PjVOvUgL9OpD9QsjomNT,Infidèle,Kader Japonais,1,1,4,257351,0.781,-10.153,0.615,0.0,0.508,0.804,0.166,110.002,9,4909853,0,0
1LrNFNSYCzRPbj89bE7hYj,El mont khadaa,Cheb Hasni,1,1,4,354452,0.636,-9.701,0.649,0.0,0.055,0.827,0.0576,83.354,9,57024,0,0
5JsLRLEJuXGLlnjZvdMsYy,N'direk amour,Cheb Hasni,6,0,4,362138,0.593,-11.106,0.453,0.0,0.186,0.528,0.0423,156.264,9,3560621,0,0
5JsLRLEJuXGLlnjZvdMsYy,N'direk amour,Cheb Hasni,6,0,4,362138,0.593,-11.106,0.453,0.0,0.186,0.528,0.0423,156.264,9,3560621,0,0
2G4Qae6rFiMIkrHyw0uhgp,Male hbibti madjatch,Khaled,10,0,4,597266,0.349,-12.482,0.465,1.43e-06,0.0386,0.611,0.0713,79.711,9,5086784,1019,444
2G4Qae6rFiMIkrHyw0uhgp,Male hbibti madjatch,Khaled,10,0,4,597266,0.349,-12.482,0.465,1.43e-06,0.0386,0.611,0.0713,79.711,9,5086784,1019,444
5JsLRLEJuXGLlnjZvdMsYy,N'direk amour,Khaled,6,0,4,362138,0.593,-11.106,0.453,0.0,0.186,0.528,0.0423,156.264,9,3560621,0,0
5JsLRLEJuXGLlnjZvdMsYy,N'direk amour,Khaled,6,0,4,362138,0.593,-11.106,0.453,0.0,0.186,0.528,0.0423,156.264,9,3560621,0,0
1LrNFNSYCzRPbj89bE7hYj,El mont khadaa,Khaled,1,1,4,354452,0.636,-9.701,0.649,0.0,0.055,0.827,0.0576,83.354,9,57024,0,0
1LrNFNSYCzRPbj89bE7hYj,El mont khadaa,Khaled,1,1,4,354452,0.636,-9.701,0.649,0.0,0.055,0.827,0.0576,83.354,9,57024,0,0
6vOZQ7XPclZGVYC8JgYYH9,Klamhoum Moussiba,Cheb Hasni,1,1,4,335483,0.531,-8.771,0.688,0.0,0.391,0.609,0.0423,161.483,9,37440,255,85
4chXyPaV2nQ7nMooJ6mkAZ,Chaba bent bladi,Khaled,6,1,4,185493,0.725,-9.568,0.737,0.000126,0.0608,0.962,0.0417,91.374,9,6235219,1673,751
14iK5D0g129nmoa3SRF63F,Moule el koutche,Khaled,0,0,3,232493,0.718,-8.486,0.686,3.25e-05,0.0706,0.963,0.0415,140.324,9,4041478,1632,583
0FmNIN9da8YHJC3tS0rdJV,Kounte raya fakir,Cheb Mourad,2,0,4,495013,0.681,-7.874,0.828,3.51e-06,0.136,0.741,0.0459,93.958,9,257,0,0
4dqVHyyGnsJDomtu8WcPlY,Nargoud ala wadnia,Cheb Hasni,3,0,4,346209,0.512,-4.925,0.857,0.0,0.0266,0.726,0.0795,91.052,9,130732,0,0
5ZQon8XDIDD8Eo5NbVO1iK,Waliti maryoula,Cheb Mourad,8,0,4,279693,0.644,-4.716,0.883,0.00129,0.608,0.765,0.0702,99.983,9,248,0,0
4miVaD0BGfS0ymXmuSEYpq,Raha tayra,Cheb Mourad,2,0,4,156212,0.648,-4.82,0.895,0.00548,0.397,0.83,0.0571,92.031,9,1157242,0,0
0Bh9m5kboZ18x6el92UM95,Besslama,Khaled,0,1,4,345506,0.59,-10.368,0.893,0.000227,0.181,0.577,0.0455,95.542,9,747506,711,375
1niR8IBjEqs6H6bHCR1tzd,هيا يا,Khaled,0,0,4,367266,0.582,-7.338,0.915,9.82e-06,0.0673,0.978,0.034,170.006,9,20163,144,60
2jt7q6YBZh6xHpUhOqLMAx,Amigo amigo,Cheb Djalil,10,1,4,447186,0.633,-4.562,0.919,4.35e-06,0.1,0.816,0.0792,91.962,9,7824,18,6
5Wev21J3szj7NxNG6manXR,مريولة علية عشاقة فيا,Cheb Djalil,2,0,4,244575,0.713,-22.171,0.343,0.00256,0.229,0.965,0.0518,95.985,9,402,1,1
5DRhjixFC4MwP0ahpu0uFs,Ki Tgoulili Allo,Kader Japonais,11,0,4,227880,0.499,-4.853,0.884,1.29e-06,0.0743,0.727,0.116,93.816,9,1369141,21,12
37HvraTN8D6ieETIz6xC78,Bye Bye Maa Salama,Kader Japonais,2,0,4,199442,0.568,-5.983,0.788,0.0,0.192,0.485,0.232,176.039,9,2365450,14,8
75DLNFMLcvKcfl7iDw8ATh,Hokm el mektoub,Cheb Hasni,0,0,4,366735,0.675,-14.114,0.531,0.0,0.133,0.929,0.0998,88.221,8,174150,0,0
69voMc9c7Zgk7pjzKKgLY1,Lukan twali,Warda,9,0,4,158720,0.35,-6.683,0.738,0.0,0.734,0.367,0.273,179.507,8,298,0,0
37aY3YnMNTNI58I2Grl3yX,Khada3a,Warda,8,0,4,90644,0.646,-6.285,0.771,3.08e-05,0.114,0.82,0.101,95.113,8,5053578,0,0
7s9zCHtkCOaIpIAvUD01DY,Lina3echak Fih,Warda,9,0,4,489080,0.52,-3.955,0.891,0.0,0.265,0.836,0.187,171.94,8,48358,0,0
2HgV9ppiQqtkPGfr6rchua,Hay Hay,Warda,11,0,4,336222,0.791,-12.749,0.842,3.32e-05,0.153,0.791,0.116,137.634,8,33084,0,0
5K82QpcyziZjYjtnKKlHSp,قاع وقاع يهدرو فيها,Warda,0,1,4,578533,0.671,-1.907,0.967,4.78e-06,0.0965,0.806,0.118,98.082,8,1043638,0,0
2kJzVOfWP6QA2lGSkAAFze,Rani Nsoufri,Khaled,7,1,4,360626,0.664,-9.867,0.712,5.62e-05,0.067,0.725,0.0701,151.693,8,197876,34,25
70SwgCQHsJYYCzl6WKFK3o,Ana Gualbi Rah Mrid,Warda,2,1,4,614000,0.51,-4.699,0.857,1.2e-06,0.0989,0.905,0.138,186.001,8,7819,0,0
75DLNFMLcvKcfl7iDw8ATh,Hokm el mektoub,Cheb Hasni,0,0,4,366735,0.675,-14.114,0.531,0.0,0.133,0.929,0.0998,88.221,8,174150,0,0
6438uhjVuYGkD8aUHUyju5,Gualou hasni met,Cheb Hasni,1,1,4,396813,0.701,-7.131,0.531,2.33e-05,0.121,0.48,0.0274,136.755,8,4484745,1745,486
6ApF9tdDzsWsww8s7txsKY,Ila bessah tebghini,Cheb Bilal,10,0,4,412940,0.622,-4.73,0.861,6.22e-05,0.0433,0.912,0.0399,176.114,8,659009,18,10
3jtORoQGBDLyo201gnl9jx,Ya ma,Cheb Bilal,9,0,4,376640,0.581,-6.524,0.906,1.99e-06,0.235,0.838,0.121,175.935,8,3325809,17,15
6HQlTQBLriJP7GY7s5w4JV,واحد فيكوم ما يصلح,Warda,10,1,4,367556,0.644,-1.204,0.969,0.0,0.149,0.846,0.111,95.94,8,4993967,0,0
4TctuOHZz9fpK1FQG4ngho,Chabba bent bladi,Khaled,6,1,4,184826,0.722,-6.286,0.836,0.000113,0.0661,0.944,0.0409,91.37,8,6235219,76,43
4yHA1cdmzdSKNc4R0rwkjg,Aia Mina,Khaled,10,0,4,265146,0.364,-9.251,0.839,0.0121,0.253,0.773,0.0844,157.257,8,5889,606,316
61YiCR8itwxSy0glr0mlug,شاب البارود,Khaled,1,1,4,398973,0.365,-13.502,0.813,0.0755,0.0975,0.648,0.0501,132.792,8,2347112,79,50
184LAkv7dQl7117AU2ESMG,Madanitch netfarkou,Cheb Hasni,4,0,3,291733,0.595,-11.861,0.503,4.09e-06,0.156,0.558,0.0452,138.616,8,2357867,288,87
3rkawJWOod7J98MhTNBHNT,Zaezae khatri,Cheb Mami,5,0,4,299560,0.594,-5.089,0.907,4.53e-06,0.241,0.719,0.0324,90.006,8,6746867,56,32
1ZZtWJUzJHlYpTjplfyhIi,Tal ghyabek ya ghzali,Cheb Hasni,9,1,3,219800,0.732,-3.924,0.802,1.76e-05,0.166,0.837,0.0408,135.673,8,168955,80,43
3btDQMbXAqBq3g6C5rP4Wn,Ouach Etsalini,Cheb Mami,0,0,4,280026,0.536,-7.392,0.64,0.0,0.109,0.833,0.0408,92.955,8,205534,1620,964
1ywsSg9HPgZu7Kqv44rtHX,Lellah ya djar,Cheb Mami,7,0,3,344444,0.272,-8.094,0.533,0.0,0.0796,0.471,0.0535,194.114,8,15562,92,52
7fSQECN4Dq3oaY2lLjikse,Tehrob Oumri,Cheb Hasni,4,0,4,345203,0.634,-11.899,0.679,0.000441,0.0695,0.826,0.0433,164.198,8,256402,11,6
7DmBf17k5npSz43L0j9WAM,Oumri Oumri,Cheb Hasni,1,1,4,360790,0.54,-9.231,0.554,1.73e-06,0.271,0.449,0.0509,159.008,8,48245,44,22
2rRro5i7hCaCRwml5m5V0M,Chabrassi,Khaled,11,0,4,327572,0.242,-11.478,0.761,0.000739,0.296,0.51,0.259,86.884,8,102196,1440,577
2TImp5EwZEowKxJN9qNRmC,Kounfti Fe Dar,Cheb Hasni,1,1,4,344136,0.604,-10.748,0.586,0.0,0.0734,0.459,0.0538,95.003,8,1078,9,4
6SCPBWIiRvSdwaXahu8B1X,Maghboun,Khaled,11,1,4,388466,0.339,-10.077,0.743,0.0,0.126,0.717,0.0444,192.04,8,21165633,284,110
55OGbymL93H9NlSNyBFR19,Ouaïli,Cheb Bilal,1,0,3,316084,0.514,-8.996,0.785,0.000257,0.114,0.556,0.0494,104.136,8,12027011,20,11
6438uhjVuYGkD8aUHUyju5,Gualou hasni met,Cheb Hasni,1,1,4,396813,0.701,-7.131,0.531,2.33e-05,0.121,0.48,0.0274,136.755,8,4484745,1745,486
1gnkNOgBYUvOaYg3VnaVwX,شاب البارود,Khaled,1,1,4,398973,0.365,-13.502,0.813,0.0755,0.0975,0.648,0.0501,132.792,8,2347112,79,50
2vLahhXu6Rwewf5v0eTkI5,Chaba bent bladi,Cheb Hasni,10,0,4,185493,0.693,-13.721,0.625,9.63e-05,0.0636,0.961,0.0414,91.393,8,151734,0,0
03utfr7JNr8yweXNh0q8Io,Men ghirek entia ya a na,Cheb Hasni,7,0,4,371386,0.846,-10.266,0.63,0.00348,0.0413,0.668,0.0502,104.951,8,15902,15,8
63RVI1GWANhQtXya5aUHPI,Ntouma ta3 jami3a,Cheb Mourad,2,0,4,185495,0.596,-4.457,0.783,0.000738,0.585,0.824,0.066,91.832,8,3389,0,0
7on6Z5HZBPhPlTZGw5FGBP,Khalat halfa,Cheb Houssem,10,1,4,577123,0.702,-8.863,0.781,1.61e-05,0.109,0.889,0.0361,97.975,8,3308,7,1
7qjfMNc9tPwBkj4ygbbqhw,Diteha el marseille,Cheb Mourad,11,1,4,502120,0.605,-1.735,0.919,0.00017,0.323,0.848,0.173,179.918,8,122,0,0
2DvwGIuQt41cpGzyR5Ybl6,Wallah tehabli,Cheb Bilal,11,0,4,287313,0.577,-8.388,0.626,5.85e-06,0.849,0.527,0.0625,82.0,8,98,8,5
4K5jxGswcQeScMZceHI4Fb,Nti bghitek,Cheb Bilal,6,0,4,214559,0.572,-9.335,0.746,1.4e-05,0.103,0.893,0.0667,87.225,8,660241,13,4
2hDKN6U6ptDMkdRa9zZwAV,Kima Mahrez,Cheb Mourad,8,0,4,457920,0.553,-2.585,0.938,0.0,0.342,0.836,0.106,93.834,8,343524,3,3
05PqiKRRS6UhxA3DbXmKvR,Win Rouh Bik Ya Omri,Cheb Mourad,4,0,4,444906,0.592,-3.334,0.925,4.53e-05,0.415,0.937,0.0456,96.031,8,16530,4,3
5lK2iOPwhgwKfAjOH9dt28,Rani Arfak Bedala,Khaled,10,0,4,414626,0.692,-10.892,0.681,0.000125,0.0516,0.895,0.0318,134.542,8,57938,32,25
1mX7fTNmiZzOflKd9AE0ON,داوها بلاغوب بلانش,Cheb Mourad,6,0,4,300605,0.639,-4.36,0.811,1.62e-06,0.258,0.828,0.0344,91.974,8,1741089,0,0
4nL6Hfs8R9SfDKhRct5UTd,Kbert Bla Wakt,Cheb Mourad,0,0,4,288809,0.646,-2.812,0.934,0.000566,0.0871,0.958,0.0428,89.979,8,1042242,26,2
3iwFTqlL9bsl54rJaPeqBO,Chabrassi,Khaled,11,0,4,327239,0.328,-11.493,0.761,0.00037,0.256,0.536,0.208,91.102,8,29137,1440,577
73tQrc4gyyB5RN4A6qLN46,Dayretni passe temps - Live,Cheb Houssem,0,0,4,120586,0.488,-5.472,0.92,8.47e-05,0.317,0.832,0.063,93.519,8,205,0,0
4AKV2VP1osurRjgqC0Kkls,مكنالله,Cheb Hasni,8,1,4,347813,0.735,-13.313,0.68,0.608,0.109,0.966,0.0405,100.227,8,5603710,0,0
1Cb7SNop07xVMv3Tz0Rut0,Moule el koutche,Cheb Bilal,0,0,3,232493,0.718,-8.486,0.686,3.25e-05,0.0706,0.963,0.0415,140.324,8,4041478,0,0
2vLahhXu6Rwewf5v0eTkI5,Chaba bent bladi,Cheb Hasni,10,0,4,185493,0.693,-13.721,0.625,9.63e-05,0.0636,0.961,0.0414,91.393,8,151734,0,0
58sGHNuSraZjPIL0DfuU95,Chira ly nabghiha,Cheb Hasni,3,1,4,380533,0.526,-9.377,0.796,0.000612,0.257,0.616,0.102,153.457,8,20616643,729,205
1Cb7SNop07xVMv3Tz0Rut0,Moule el koutche,Cheb Bilal,0,0,3,232493,0.718,-8.486,0.686,3.25e-05,0.0706,0.963,0.0415,140.324,8,4041478,0,0
2paDEgQblLzWq1NOFkOyk1,Male hbibti madjatch,Cheb Mami,10,0,4,597266,0.377,-8.901,0.565,1.53e-06,0.0413,0.594,0.0722,79.404,8,5086784,0,0
0UZc5mAf1ZiD1LGxplp1Ob,Serbi serbi,Cheb Bilal,1,1,5,181960,0.763,-6.973,0.871,0.0818,0.0758,0.97,0.0345,110.506,8,7249,0,0
0UZc5mAf1ZiD1LGxplp1Ob,Serbi serbi,Cheb Bilal,1,1,5,181960,0.763,-6.973,0.871,0.0818,0.0758,0.97,0.0345,110.506,8,7249,0,0
5zWx0VR3F2s5rH0iNQjRDa,Halaou Laou,Cheb Houssem,7,1,4,631470,0.659,-5.561,0.905,0.000249,0.344,0.916,0.0409,98.025,8,76599,71,14
7cNCj6cVxfQgLsT7K9B7t0,Manakdarche,Cheb Hasni,7,0,3,345720,0.574,-7.032,0.619,9.86e-05,0.134,0.947,0.038,157.038,8,2378938,35,14
6G0RurKe3Lat2jfopomUJD,شيرا لي نبغها,Cheb Hasni,3,1,4,380533,0.526,-9.377,0.796,0.00062,0.257,0.616,0.102,153.453,8,866532,59,25
5bLsDs58SeZzdLtIZXWPUY,Madiriche Aliya,Cheb Mami,8,1,4,304973,0.718,-6.191,0.844,0.0,0.307,0.932,0.0432,87.876,8,152413,600,266
6kaQVbbuC7ZPccO8Xnnxu5,مارانيش à l'aise,Cheb Mami,7,0,4,290866,0.706,-4.459,0.904,1.1e-06,0.238,0.841,0.0393,93.981,8,63338,0,0
5n5TZlevIBpcCPZWTf2qck,La camel,Khaled,1,1,4,243613,0.506,-6.582,0.632,0.813,0.084,0.921,0.047,98.416,8,1190133,5999,1991
7vC5LohJeiewoTBFqH9aIf,شيبا بلادي,Khaled,6,1,4,185493,0.725,-9.568,0.737,0.000126,0.0608,0.962,0.0417,91.374,8,6235219,15,13
2r8IG3vzqzAT1L8aK8KxB6,Fik ya denya,Cheb Bilal,11,0,4,378640,0.666,-5.304,0.887,0.000307,0.0553,0.972,0.0361,104.985,8,2551360,72,21
1lSKbTaBNDu8D9mTNu3nhy,Hyati Machi Kima Temaniteha,Cheb Djalil,5,0,4,302939,0.588,-4.655,0.938,0.0,0.147,0.723,0.0737,91.932,8,1904952,1,1
4Xppf8wMsu1UOhhpcBXK8r,Serbi serbi,Khaled,1,1,5,181960,0.763,-6.973,0.871,0.0818,0.0758,0.97,0.0345,110.506,8,477626,9298,3178
2vLahhXu6Rwewf5v0eTkI5,Chaba bent bladi,Khaled,10,0,4,185493,0.693,-13.721,0.625,9.63e-05,0.0636,0.961,0.0414,91.393,8,6235219,1673,751
75DLNFMLcvKcfl7iDw8ATh,Hokm el mektoub,Khaled,0,0,4,366735,0.675,-14.114,0.531,0.0,0.133,0.929,0.0998,88.221,8,174150,0,0
2vLahhXu6Rwewf5v0eTkI5,Chaba bent bladi,Khaled,10,0,4,185493,0.693,-13.721,0.625,9.63e-05,0.0636,0.961,0.0414,91.393,8,6235219,1673,751
6438uhjVuYGkD8aUHUyju5,Gualou hasni met,Khaled,1,1,4,396813,0.701,-7.131,0.531,2.33e-05,0.121,0.48,0.0274,136.755,8,4484745,2,2
6438uhjVuYGkD8aUHUyju5,Gualou hasni met,Khaled,1,1,4,396813,0.701,-7.131,0.531,2.33e-05,0.121,0.48,0.0274,136.755,8,4484745,2,2
28FR6H5YXYrvrz4xBIboxy,DABRI,Cheikha Rimitti,10,0,4,278093,0.735,-8.406,0.754,0.0,0.0472,0.947,0.061,98.032,8,106537,695,332
7mYGEZXXNe0HY5t4gtoTDM,CHARRAGT OU GHARABT,Cheikha Rimitti,10,0,4,383466,0.635,-7.001,0.876,8.95e-05,0.309,0.973,0.0308,99.975,8,144726,38,29
3Y11IKmcTaRua2RsG9mJyL,Haya ya,Khaled,0,0,4,367266,0.582,-7.338,0.915,9.82e-06,0.0673,0.978,0.034,170.006,8,144013,864,359
75DLNFMLcvKcfl7iDw8ATh,Hokm el mektoub,Khaled,0,0,4,366735,0.675,-14.114,0.531,0.0,0.133,0.929,0.0998,88.221,8,174150,0,0
6TEi9tLA3l5cQ44Z04eghj,Raha Mdabzetni,Cheb Bello,1,1,4,407455,0.519,-3.982,0.963,0.0106,0.355,0.842,0.09,98.008,8,676942,0,0
0UZc5mAf1ZiD1LGxplp1Ob,Serbi serbi,Khaled,1,1,5,181960,0.763,-6.973,0.871,0.0818,0.0758,0.97,0.0345,110.506,8,477626,9298,3178
1Cb7SNop07xVMv3Tz0Rut0,Moule el koutche,Khaled,0,0,3,232493,0.718,-8.486,0.686,3.25e-05,0.0706,0.963,0.0415,140.324,8,4041478,1632,583
1Cb7SNop07xVMv3Tz0Rut0,Moule el koutche,Khaled,0,0,3,232493,0.718,-8.486,0.686,3.25e-05,0.0706,0.963,0.0415,140.324,8,4041478,1632,583
0UZc5mAf1ZiD1LGxplp1Ob,Serbi serbi,Khaled,1,1,5,181960,0.763,-6.973,0.871,0.0818,0.0758,0.97,0.0345,110.506,8,477626,9298,3178
3c5U6CT8mONW6OsrwLM3HE,Ni khayef nedik,Cheb Bello,10,0,4,281443,0.54,-9.075,0.833,6.02e-06,0.31,0.621,0.0757,96.013,8,1409,0,0
1Jk7roySaj24KCsAgjY04x,Halti Mechi Hala,Kader Japonais,2,0,4,197486,0.45,-9.214,0.724,0.0,0.0911,0.547,0.139,106.595,8,328,77,7
6tQN0c47F8bBr0llAkgs4y,Galbat Biya Lmazda,Cheb Bello,8,0,4,260493,0.704,-9.209,0.787,0.000576,0.0328,0.829,0.0956,97.944,8,991127,8,4
0f5obGYw2LJ8SDWY9YYwQJ,Walafni Walaftou,Kader Japonais,0,1,3,569213,0.438,-6.656,0.919,0.000594,0.43,0.766,0.0923,117.778,8,1897944,0,0
0FVQAjgiLHqc4g5n8JR79v,N'direk Amour,Cheb Hasni,6,0,4,362138,0.594,-11.106,0.454,0.0,0.186,0.528,0.0421,156.262,7,3560621,0,0
0Ad286EmeuNxyZsBlraNRO,Nebghi Li Yakhlef Darba,Warda,9,0,4,408080,0.632,-3.757,0.91,2.39e-06,0.102,0.926,0.122,97.793,7,72249,0,0
1dXWBaYpH9ry1sG0ZTCKvi,Ya mina,Khaled,8,1,4,356013,0.789,-9.018,0.775,7.15e-06,0.0607,0.924,0.0395,94.822,7,7520251,1459,657
1LKRA27WA2n4Qf8lVmUFGV,En Cachette,Warda,5,0,4,358547,0.627,-4.985,0.888,5.35e-06,0.104,0.892,0.15,172.017,7,97027,0,0
7kqKopCp4i1Wiue49wUYUE,Nachak fiha wana maskine,Cheb Hasni,1,1,4,352880,0.601,-7.764,0.757,0.00981,0.0553,0.505,0.0652,173.445,7,37728,71,18
4ChYCwOTPJ5opkwHXkiIon,Mazal galbi melkiya mabra,Cheb Hasni,9,0,4,344746,0.679,-9.639,0.633,0.000184,0.217,0.895,0.0325,139.55,7,4383581,106,55
4HbcI0xVyjAFpa8PUDuSkx,Basta,Cheb Bilal,0,1,3,389586,0.458,-4.647,0.931,0.00167,0.0523,0.852,0.0506,104.672,7,2140519,129,47
3CupWvMALeB21Q9Kfndpab,Mazal souvenir andi,Cheb Hasni,11,0,4,290906,0.497,-10.99,0.537,0.0,0.234,0.646,0.031,158.379,7,234925,820,234
4kjYTYcdUfGxQzyZeqskxC,انا مازيل,Cheb Mami,10,1,3,287266,0.517,-5.004,0.792,2.06e-05,0.128,0.705,0.336,195.067,7,1324293,15,12
6nJwdHoqOobWLl28hIQ0ba,وهران روحي يا ورهان,Khaled,0,1,4,327666,0.453,-13.202,0.497,5.99e-05,0.116,0.847,0.0349,95.509,7,718248,77,52
36wgEkU1kEU0FBsq47Ep3M,بهاء يا ساها,Cheb Mami,0,0,3,329160,0.656,-4.675,0.747,1.98e-05,0.0621,0.717,0.0313,159.623,7,3521,24,16
05PmQzwqFf0QVExxySqhjq,مين شافوها وحدها,Warda,4,0,4,397766,0.673,-7.559,0.809,0.00237,0.758,0.96,0.0443,95.976,7,329455,0,0
1B3votchEZJ6EUK8HzXk8y,Nebki al ray,Cheb Hasni,9,0,3,249786,0.426,-9.204,0.602,0.0624,0.139,0.683,0.0862,163.949,7,40893,99,29
5gZn0myRCthuGLQByR7fvl,نهكمك toujours يا طالب,Cheb Mami,0,1,4,346786,0.637,-2.755,0.88,0.000161,0.0482,0.703,0.0505,193.186,7,55388,7,6
4RzTX3SnH4vhWclxRUb41v,Hob Idia Swalah,Warda,7,1,4,328176,0.737,-13.442,0.713,0.0,0.137,0.855,0.075,138.588,7,4194,0,0
31PdwsKsxZ0wfB2N7dAung,Menfya,Khaled,0,1,4,340639,0.665,-14.935,0.619,2.34e-06,0.0211,0.965,0.0402,130.055,7,713,14,7
13oEyKXwLj2pCBqDEOpPV2,محمد العنزيl,Cheb Mami,7,1,4,342386,0.532,-3.795,0.711,0.00709,0.0477,0.935,0.0344,168.743,7,51,6,4
5rqPtN0l11hySVLxffASUn,Yadra Des Nouvelles 3liya,Warda,6,1,4,610865,0.621,-5.491,0.838,0.00141,0.0891,0.857,0.0513,93.975,7,16459,0,0
4eftZVCqrg6BvM7tNIPHZG,Rouhi Ya Wahrane,Khaled,0,1,4,321786,0.498,-11.195,0.501,4.52e-05,0.108,0.882,0.0359,95.455,7,11306366,637,100
49KLWHDY8AnLqzQow2uA93,Choufi omri,Cheb Hasni,11,0,4,360746,0.736,-14.059,0.464,0.000793,0.0525,0.937,0.0844,167.882,7,486108,292,86
6nJwdHoqOobWLl28hIQ0ba,وهران روحي يا ورهان,Khaled,0,1,4,327666,0.453,-13.202,0.497,5.99e-05,0.116,0.847,0.0349,95.509,7,718248,77,52
6LkPzTubiMdrxqDVCSuSOl,Goulouli ki seral,Cheb Hasni,0,0,3,317133,0.612,-10.839,0.762,0.173,0.0659,0.97,0.0334,165.229,7,1636974,0,0
3bdMYOtlik0T7oo5W9hdO4,Ana Naachak Ana Adalak,Cheb Houssem,7,0,4,754280,0.684,-10.393,0.748,1.52e-05,0.302,0.849,0.0591,94.05,7,1294688,110,37
1LJacSI7cktio9SnKA5vX8,Nabghih Ghir Howa,Warda,5,0,4,460415,0.628,-4.614,0.864,0.0,0.0686,0.839,0.0906,183.841,7,1158487,0,0
5oDeJTGfHOIjklLvy6rlw6,La Camel,Cheikha Rimitti,6,0,4,294986,0.471,-9.813,0.581,0.000648,0.703,0.823,0.0489,93.053,7,3353,481,197
7gy98K9ikVpNWnSDZ8BDaS,اده انت بيكيت,Cheb Mami,7,0,4,416693,0.325,-6.542,0.685,0.0,0.107,0.891,0.0547,173.618,7,659,10,8
5fD7fpwvEjnWkf8F7DaDYY,محمد العنز,Cheb Mami,10,1,4,346430,0.714,-9.581,0.742,4.31e-06,0.592,0.965,0.0325,114.054,7,370,0,0
0QMuO2DIx6SKjHSOXpWGSa,بركة خويا ما طهدار,Cheb Mami,11,0,4,334346,0.601,-6.034,0.876,0.00242,0.114,0.475,0.0397,170.04,7,366718,0,0
