id,name,main_artist,key,mode,time_signature,duration_ms_x,danceability,loudness,energy,instrumentalness,liveness,valence,speechiness,tempo,popularity,youtube_views
4uaZ97JqhxxAuiboibR3RI,Ya rayah,Cheikh el Hasnaoui,2,0,4,277253,0.68,-7.925,0.546,0.0,0.0807,0.91,0.0341,102.8,35,9365
31fktB22Ql5zBbyEG3a9bb,Ach eddani n' khaltou,Dahmane El Harrachi,3,0,4,347640,0.648,-9.749,0.456,1.61e-06,0.149,0.757,0.0466,108.083,32,295141
1RAsVBpsdrKhRz8I2XkTLm,Ya rayeh,El Hachemi Guerouabi,2,1,4,184826,0.656,-2.521,0.819,0.0,0.408,0.85,0.0382,102.714,30,1654
1RAsVBpsdrKhRz8I2XkTLm,Ya rayeh,El Hachemi Guerouabi,2,1,4,184826,0.656,-2.521,0.819,0.0,0.408,0.85,0.0382,102.714,30,1654
1RAsVBpsdrKhRz8I2XkTLm,Ya rayeh,El Hachemi Guerouabi,2,1,4,184826,0.656,-2.521,0.819,0.0,0.408,0.85,0.0382,102.714,30,1654
1RAsVBpsdrKhRz8I2XkTLm,Ya rayeh,Dahmane El Harrachi,2,1,4,184826,0.656,-2.521,0.819,0.0,0.408,0.85,0.0382,102.714,30,233249
1RAsVBpsdrKhRz8I2XkTLm,Ya rayeh,Dahmane El Harrachi,2,1,4,184826,0.656,-2.521,0.819,0.0,0.408,0.85,0.0382,102.714,30,233249
1RAsVBpsdrKhRz8I2XkTLm,Ya rayeh,Dahmane El Harrachi,2,1,4,184826,0.656,-2.521,0.819,0.0,0.408,0.85,0.0382,102.714,30,233249
1RAsVBpsdrKhRz8I2XkTLm,Ya rayeh,Kamel Messaoudi,2,1,4,184826,0.656,-2.521,0.819,0.0,0.408,0.85,0.0382,102.714,30,265055
1RAsVBpsdrKhRz8I2XkTLm,Ya rayeh,Kamel Messaoudi,2,1,4,184826,0.656,-2.521,0.819,0.0,0.408,0.85,0.0382,102.714,30,265055
1RAsVBpsdrKhRz8I2XkTLm,Ya rayeh,Kamel Messaoudi,2,1,4,184826,0.656,-2.521,0.819,0.0,0.408,0.85,0.0382,102.714,30,265055
4GB1jiCyUr6Yk0SYiBkSMW,Bahdja beida,Dahmane El Harrachi,11,0,4,355386,0.647,-6.499,0.486,0.0,0.14,0.693,0.0377,101.428,29,523101
6GX8AWnBuGmOgAmVtmOjmd,Goulou leness,El Hachemi Guerouabi,2,1,4,341000,0.497,-7.376,0.647,9.49e-05,0.268,0.833,0.0546,110.744,28,1028
1oyAoj6SoSuribGdA3kDH6,Ch'hilet laayani,Kamel Messaoudi,2,0,4,471920,0.48,-5.632,0.756,0.187,0.0942,0.699,0.0421,107.891,27,404675
6lavi3YJV4ft6nsORouAqu,Ya Hasra Alik Ya Denia,Kamel Messaoudi,6,0,3,543921,0.552,-6.078,0.707,3.35e-05,0.342,0.744,0.0286,136.445,27,734194
173qO9gnb3EWQdgPR8zuP0,Chehilet laayani,Abdelkader Chaou,0,1,4,594686,0.344,-7.271,0.75,0.153,0.253,0.969,0.038,100.75,26,4534358
1swIzAcBswSgU4YPTrsXwC,Ya ghorbati fi blade ennass,Kamel Messaoudi,4,0,4,453306,0.475,-8.999,0.537,0.702,0.263,0.629,0.0471,119.319,26,37593
6vxquO38zO4o40VYFAxhbk,El haraz,Amar Ezzahi,2,1,4,1060337,0.722,-6.0,0.634,0.0,0.0728,0.821,0.0639,128.633,24,8591612
6qZp0DmrNKgHrH5XOzLMRq,Sir anaker lehssane,Dahmane El Harrachi,2,1,3,308098,0.388,-5.548,0.694,0.000238,0.185,0.721,0.0351,75.698,23,1892982
6qZp0DmrNKgHrH5XOzLMRq,Sir anaker lehssane,Dahmane El Harrachi,2,1,3,308098,0.388,-5.548,0.694,0.000238,0.185,0.721,0.0351,75.698,23,1892982
6qZp0DmrNKgHrH5XOzLMRq,Sir anaker lehssane,Dahmane El Harrachi,2,1,3,308098,0.388,-5.548,0.694,0.000238,0.185,0.721,0.0351,75.698,23,1892982
6qZp0DmrNKgHrH5XOzLMRq,Sir anaker lehssane,El Hachemi Guerouabi,2,1,3,308098,0.388,-5.548,0.694,0.000238,0.185,0.721,0.0351,75.698,23,158566
6qZp0DmrNKgHrH5XOzLMRq,Sir anaker lehssane,Kamel Messaoudi,2,1,3,308098,0.388,-5.548,0.694,0.000238,0.185,0.721,0.0351,75.698,23,505
6qZp0DmrNKgHrH5XOzLMRq,Sir anaker lehssane,El Hachemi Guerouabi,2,1,3,308098,0.388,-5.548,0.694,0.000238,0.185,0.721,0.0351,75.698,23,158566
6qZp0DmrNKgHrH5XOzLMRq,Sir anaker lehssane,El Hachemi Guerouabi,2,1,3,308098,0.388,-5.548,0.694,0.000238,0.185,0.721,0.0351,75.698,23,158566
0OgCjKckhCJ8Y9mZnldnf7,Inatas ma dias,Cheikh el Hasnaoui,11,0,4,317680,0.476,-6.14,0.633,0.4,0.221,0.694,0.0995,102.923,23,65599
6pbxhzPoUNUYVTuSWPe4Rn,Ya noudjoum ellile,Cheikh el Hasnaoui,3,0,3,380880,0.421,-9.448,0.583,3.71e-06,0.135,0.895,0.0566,169.691,23,705766
6qZp0DmrNKgHrH5XOzLMRq,Sir anaker lehssane,Kamel Messaoudi,2,1,3,308098,0.388,-5.548,0.694,0.000238,0.185,0.721,0.0351,75.698,23,505
6qZp0DmrNKgHrH5XOzLMRq,Sir anaker lehssane,Kamel Messaoudi,2,1,3,308098,0.388,-5.548,0.694,0.000238,0.185,0.721,0.0351,75.698,23,505
3n0rpDP1ITAOqtbtPz1fPL,Rahou mqadar,Kamel Messaoudi,11,0,4,338306,0.437,-4.962,0.686,3.36e-05,0.183,0.822,0.0295,140.203,22,52805
7azw7gYqbpGhd7zPQCJS6N,Maknin ezine / Hada el khatem - Enchainer,Amar Ezzahi,2,0,4,1100368,0.326,-14.518,0.441,0.439,0.682,0.645,0.0701,65.128,22,241
3n0rpDP1ITAOqtbtPz1fPL,Rahou mqadar,Dahmane El Harrachi,11,0,4,338306,0.437,-4.962,0.686,3.36e-05,0.183,0.822,0.0295,140.203,22,1892982
3n0rpDP1ITAOqtbtPz1fPL,Rahou mqadar,El Hachemi Guerouabi,11,0,4,338306,0.437,-4.962,0.686,3.36e-05,0.183,0.822,0.0295,140.203,22,335
3n0rpDP1ITAOqtbtPz1fPL,Rahou mqadar,Kamel Messaoudi,11,0,4,338306,0.437,-4.962,0.686,3.36e-05,0.183,0.822,0.0295,140.203,22,52805
3n0rpDP1ITAOqtbtPz1fPL,Rahou mqadar,Kamel Messaoudi,11,0,4,338306,0.437,-4.962,0.686,3.36e-05,0.183,0.822,0.0295,140.203,22,52805
3n0rpDP1ITAOqtbtPz1fPL,Rahou mqadar,Dahmane El Harrachi,11,0,4,338306,0.437,-4.962,0.686,3.36e-05,0.183,0.822,0.0295,140.203,22,1892982
3n0rpDP1ITAOqtbtPz1fPL,Rahou mqadar,El Hachemi Guerouabi,11,0,4,338306,0.437,-4.962,0.686,3.36e-05,0.183,0.822,0.0295,140.203,22,335
3n0rpDP1ITAOqtbtPz1fPL,Rahou mqadar,Dahmane El Harrachi,11,0,4,338306,0.437,-4.962,0.686,3.36e-05,0.183,0.822,0.0295,140.203,22,1892982
3d2mSoapcRpUiGA2Tw6yde,Rah el ghali rah,Kamel Messaoudi,2,0,4,477447,0.406,-4.72,0.662,0.000832,0.123,0.418,0.0372,147.357,22,169653
3n0rpDP1ITAOqtbtPz1fPL,Rahou mqadar,El Hachemi Guerouabi,11,0,4,338306,0.437,-4.962,0.686,3.36e-05,0.183,0.822,0.0295,140.203,22,335
1FHN8jr53K4OJr4c7VjDyJ,Habit el youm,Kamel Messaoudi,11,0,3,345386,0.374,-4.863,0.83,0.000595,0.258,0.709,0.0323,153.378,20,44667
1FHN8jr53K4OJr4c7VjDyJ,Habit el youm,Dahmane El Harrachi,11,0,3,345386,0.374,-4.863,0.83,0.000595,0.258,0.709,0.0323,153.378,20,464
4hPyIhcjS5qvyXaBnTgCA4,Ya hadjla,Dahmane El Harrachi,4,1,4,352653,0.66,-9.396,0.655,3.68e-05,0.0591,0.92,0.0366,95.24,20,32073
1FHN8jr53K4OJr4c7VjDyJ,Habit el youm,Dahmane El Harrachi,11,0,3,345386,0.374,-4.863,0.83,0.000595,0.258,0.709,0.0323,153.378,20,464
1FHN8jr53K4OJr4c7VjDyJ,Habit el youm,El Hachemi Guerouabi,11,0,3,345386,0.374,-4.863,0.83,0.000595,0.258,0.709,0.0323,153.378,20,6030
1FHN8jr53K4OJr4c7VjDyJ,Habit el youm,Kamel Messaoudi,11,0,3,345386,0.374,-4.863,0.83,0.000595,0.258,0.709,0.0323,153.378,20,44667
1FHN8jr53K4OJr4c7VjDyJ,Habit el youm,El Hachemi Guerouabi,11,0,3,345386,0.374,-4.863,0.83,0.000595,0.258,0.709,0.0323,153.378,20,6030
1FHN8jr53K4OJr4c7VjDyJ,Habit el youm,Kamel Messaoudi,11,0,3,345386,0.374,-4.863,0.83,0.000595,0.258,0.709,0.0323,153.378,20,44667
1FHN8jr53K4OJr4c7VjDyJ,Habit el youm,Dahmane El Harrachi,11,0,3,345386,0.374,-4.863,0.83,0.000595,0.258,0.709,0.0323,153.378,20,464
1FHN8jr53K4OJr4c7VjDyJ,Habit el youm,El Hachemi Guerouabi,11,0,3,345386,0.374,-4.863,0.83,0.000595,0.258,0.709,0.0323,153.378,20,6030
1WLSGEgrS56S8iE6MhCW6q,Rahou m'qadar,Kamel Messaoudi,11,0,3,338973,0.431,-4.965,0.696,5.13e-05,0.156,0.831,0.0289,139.271,19,52805
6Gck9wQ2AFOBwa9LRePhk0,Ya bouya hnini,Kamel Messaoudi,0,0,3,340586,0.456,-5.607,0.447,0.0288,0.098,0.787,0.067,132.574,19,426525
6Gck9wQ2AFOBwa9LRePhk0,Ya bouya hnini,Kamel Messaoudi,0,0,3,340586,0.456,-5.607,0.447,0.0288,0.098,0.787,0.067,132.574,19,426525
6Gck9wQ2AFOBwa9LRePhk0,Ya bouya hnini,Kamel Messaoudi,0,0,3,340586,0.456,-5.607,0.447,0.0288,0.098,0.787,0.067,132.574,19,426525
6Gck9wQ2AFOBwa9LRePhk0,Ya bouya hnini,El Hachemi Guerouabi,0,0,3,340586,0.456,-5.607,0.447,0.0288,0.098,0.787,0.067,132.574,19,20302
0Vvm4UfW8FJt8OsLacwdq0,Hat noubti ya saki,Amar Ezzahi,2,1,4,809283,0.506,-4.516,0.664,4.43e-06,0.0752,0.943,0.0458,123.25,19,1076
6Gck9wQ2AFOBwa9LRePhk0,Ya bouya hnini,Dahmane El Harrachi,0,0,3,340586,0.456,-5.607,0.447,0.0288,0.098,0.787,0.067,132.574,19,689
6Gck9wQ2AFOBwa9LRePhk0,Ya bouya hnini,Dahmane El Harrachi,0,0,3,340586,0.456,-5.607,0.447,0.0288,0.098,0.787,0.067,132.574,19,689
6Gck9wQ2AFOBwa9LRePhk0,Ya bouya hnini,El Hachemi Guerouabi,0,0,3,340586,0.456,-5.607,0.447,0.0288,0.098,0.787,0.067,132.574,19,20302
6Gck9wQ2AFOBwa9LRePhk0,Ya bouya hnini,Dahmane El Harrachi,0,0,3,340586,0.456,-5.607,0.447,0.0288,0.098,0.787,0.067,132.574,19,689
2Dm5VqJF6NvSVdupqyxSG1,Ghadar kassek ya n'dim,Amar Ezzahi,5,1,3,89209,0.39,-4.672,0.743,3.38e-05,0.105,0.966,0.0524,187.511,19,5436
6Gck9wQ2AFOBwa9LRePhk0,Ya bouya hnini,El Hachemi Guerouabi,0,0,3,340586,0.456,-5.607,0.447,0.0288,0.098,0.787,0.067,132.574,19,20302
3epQZTEvluouls3fYAZolp,Ila kanek aouam,Dahmane El Harrachi,0,1,4,376266,0.699,-11.253,0.52,0.0,0.0942,0.817,0.0349,110.108,18,1543339
6YPQ2TUCBt4kjZ6nP4fpTM,Nebki ala dmoue,Kamel Messaoudi,4,0,4,553678,0.457,-12.543,0.538,0.000868,0.068,0.4,0.0412,98.066,18,19189
6gXitZpI8GTRJQMK7d46aA,Ya rabbi ya sattar,El Hachemi Guerouabi,5,1,4,304533,0.704,-13.77,0.381,1.07e-05,0.303,0.781,0.0551,102.959,17,299981
6gXitZpI8GTRJQMK7d46aA,Ya rabbi ya sattar,El Hachemi Guerouabi,5,1,4,304533,0.704,-13.77,0.381,1.07e-05,0.303,0.781,0.0551,102.959,17,299981
6gXitZpI8GTRJQMK7d46aA,Ya rabbi ya sattar,Dahmane El Harrachi,5,1,4,304533,0.704,-13.77,0.381,1.07e-05,0.303,0.781,0.0551,102.959,17,299981
6gXitZpI8GTRJQMK7d46aA,Ya rabbi ya sattar,Dahmane El Harrachi,5,1,4,304533,0.704,-13.77,0.381,1.07e-05,0.303,0.781,0.0551,102.959,17,299981
6gXitZpI8GTRJQMK7d46aA,Ya rabbi ya sattar,Dahmane El Harrachi,5,1,4,304533,0.704,-13.77,0.381,1.07e-05,0.303,0.781,0.0551,102.959,17,299981
6gXitZpI8GTRJQMK7d46aA,Ya rabbi ya sattar,El Hachemi Guerouabi,5,1,4,304533,0.704,-13.77,0.381,1.07e-05,0.303,0.781,0.0551,102.959,17,299981
6EgqMxmAaIxFZDjUO2KKIV,Maak maak,Dahmane El Harrachi,0,1,4,344373,0.691,-9.158,0.621,2.93e-05,0.111,0.839,0.0381,101.638,17,1837
0rlMUg6vOa0An4oo49rGe6,Rabbi blani bettassa,Dahmane El Harrachi,7,1,4,336720,0.624,-12.327,0.408,7.75e-06,0.116,0.847,0.0526,92.256,17,2512533
6gXitZpI8GTRJQMK7d46aA,Ya rabbi ya sattar,Kamel Messaoudi,5,1,4,304533,0.704,-13.77,0.381,1.07e-05,0.303,0.781,0.0551,102.959,17,299981
6gXitZpI8GTRJQMK7d46aA,Ya rabbi ya sattar,Kamel Messaoudi,5,1,4,304533,0.704,-13.77,0.381,1.07e-05,0.303,0.781,0.0551,102.959,17,299981
6gXitZpI8GTRJQMK7d46aA,Ya rabbi ya sattar,Kamel Messaoudi,5,1,4,304533,0.704,-13.77,0.381,1.07e-05,0.303,0.781,0.0551,102.959,17,299981
16DVbBlOLuppWwh4IrqbSH,Elli hab slahou,Dahmane El Harrachi,7,0,4,363226,0.65,-5.968,0.651,4.37e-06,0.348,0.877,0.0322,102.296,17,1404354
2VaxeqyTjgBcOQgvMNQB8t,Chehlate âyali,Naima Dziria,9,0,4,392240,0.567,-8.697,0.733,0.00129,0.106,0.414,0.04,96.953,16,37774
2H2VPxcLRxmVJlyVaK9yHd,Khabbi serrek,Dahmane El Harrachi,2,1,4,405106,0.548,-8.834,0.571,0.00157,0.133,0.769,0.0415,110.313,16,738588
2Lspb9Hx64wM9N3zducYA0,Dir iyi,Cheikh el Hasnaoui,0,1,4,246440,0.588,-9.317,0.639,0.0,0.534,0.758,0.035,96.954,16,37510
5CEKXdb6JvRrB4GbMQn3l2,S'hart ellil,Dahmane El Harrachi,0,1,4,343733,0.481,-9.186,0.542,0.0387,0.257,0.855,0.101,157.795,16,5021
2x7VBg7AFfYblWhjBpDlrR,Elli mouloua b'elhoua,Dahmane El Harrachi,3,1,4,325333,0.618,-8.325,0.717,0.0645,0.135,0.908,0.037,117.074,16,3083
7ECBXlxMZvEdKZQMG7eijo,Ya kahlet l'ayoun,Kamel Messaoudi,4,1,3,423906,0.682,-6.682,0.78,5.2e-05,0.0903,0.912,0.0305,140.064,16,110451
1L0HQLZimZqwlzKVngRakB,El kaoui,Amar Ezzahi,9,1,4,182042,0.716,-8.61,0.833,0.894,0.173,0.695,0.0326,127.648,16,1771998
71WooohHXg7Lq6YLlLClIN,Ya maryuma / Ya mohamed ay sidi / Nesraf tlaa enhar / Nesraf houb enassim / Salet ala Mohamed - Enchainer,Amar Ezzahi,9,0,4,3135621,0.445,-15.47,0.272,0.211,0.624,0.649,0.0785,150.265,15,133
5NyfIHrKNTVkh7IhPhArWh,Ache dani,El Hachemi Guerouabi,1,1,4,356653,0.568,-8.354,0.426,0.0346,0.105,0.461,0.0316,97.629,15,83004
0C9Bs3StI0vJLAvej7VpZU,Ah ya bachar,Dahmane El Harrachi,5,1,4,356106,0.613,-9.656,0.565,0.00328,0.143,0.966,0.0304,104.281,15,1473
3PKYeZfb1HRbx92HR83fjw,Maison Blanche,Cheikh el Hasnaoui,9,1,4,204373,0.49,-9.537,0.462,4.23e-05,0.0615,0.825,0.0462,167.756,15,22734
5NyfIHrKNTVkh7IhPhArWh,Ache dani,El Hachemi Guerouabi,1,1,4,356653,0.568,-8.354,0.426,0.0346,0.105,0.461,0.0316,97.629,15,83004
5NyfIHrKNTVkh7IhPhArWh,Ache dani,El Hachemi Guerouabi,1,1,4,356653,0.568,-8.354,0.426,0.0346,0.105,0.461,0.0316,97.629,15,83004
0qHIf049poocP42CQgKUHn,Ana aandi qalb,Amar Ezzahi,9,1,4,182042,0.42,-7.915,0.59,0.833,0.135,0.371,0.0398,91.445,15,373591
7GbOobiI6o9TGJ2GJ441n7,Zine ya zine,El Hachemi Guerouabi,7,0,4,287000,0.464,-7.417,0.72,0.0577,0.21,0.861,0.0348,103.759,15,8447
08XodVyd3myeOuDlcetMcm,Ya nakkaret elmelh,Dahmane El Harrachi,5,1,4,583640,0.557,-9.904,0.528,0.0,0.377,0.904,0.0807,109.19,15,39657
1hxB6XrAGj0GgzymvohVge,Djai ala oudou,Cheikh el Hasnaoui,8,1,3,187413,0.452,-6.997,0.825,0.00042,0.634,0.963,0.0475,93.665,15,43617
4YNTMEWqSn2awMyjCEm1g1,Hram Alik,Naima Dziria,5,1,3,135320,0.378,-3.384,0.908,0.0,0.647,0.905,0.0624,92.626,15,4154
5NyfIHrKNTVkh7IhPhArWh,Ache dani,Dahmane El Harrachi,1,1,4,356653,0.568,-8.354,0.426,0.0346,0.105,0.461,0.0316,97.629,15,295141
4yElQhPlTVDAEnWNKpKCm2,Bilad el khir,Dahmane El Harrachi,2,1,4,304760,0.644,-12.469,0.344,0.0,0.124,0.59,0.0903,95.881,15,346155
53HgI8pG7GyVZufOT07Q6L,Ma bgha yebghini,Dahmane El Harrachi,8,1,4,354813,0.65,-7.475,0.742,0.0204,0.196,0.917,0.0395,114.2,15,236752
0kyHn1EpEOsZLrC5Q864NT,El meknine ezzine,Naima Dziria,9,0,4,261200,0.59,-6.087,0.901,0.00466,0.669,0.711,0.0462,104.98,15,1558318
60gmZ3nJTWAaWfdunBD4Tu,El bareh,El Hachemi Guerouabi,9,1,4,292000,0.529,-13.41,0.456,0.883,0.143,0.749,0.0377,96.846,15,2232513
13e2mAsttoxywhA7KcgSrl,Ah ya moulay,Kamel Messaoudi,11,0,3,130120,0.362,-3.978,0.855,0.000116,0.285,0.646,0.0428,114.509,15,30395
5NyfIHrKNTVkh7IhPhArWh,Ache dani,Kamel Messaoudi,1,1,4,356653,0.568,-8.354,0.426,0.0346,0.105,0.461,0.0316,97.629,15,44628
3Hu68F5HTrzZ6bpURFy2RP,Ya nakkareh el melh,Dahmane El Harrachi,5,1,3,584760,0.442,-6.067,0.587,0.0,0.21,0.881,0.124,77.825,15,10814
5NyfIHrKNTVkh7IhPhArWh,Ache dani,Kamel Messaoudi,1,1,4,356653,0.568,-8.354,0.426,0.0346,0.105,0.461,0.0316,97.629,15,44628
6mjmsXe7FW78H3xtfc3Wjy,El ghadara,Kamel Messaoudi,6,1,4,368638,0.716,-11.727,0.493,4.31e-05,0.114,0.54,0.0462,120.376,15,523021
5NyfIHrKNTVkh7IhPhArWh,Ache dani,Dahmane El Harrachi,1,1,4,356653,0.568,-8.354,0.426,0.0346,0.105,0.461,0.0316,97.629,15,295141
5NyfIHrKNTVkh7IhPhArWh,Ache dani,Dahmane El Harrachi,1,1,4,356653,0.568,-8.354,0.426,0.0346,0.105,0.461,0.0316,97.629,15,295141
5NyfIHrKNTVkh7IhPhArWh,Ache dani,Kamel Messaoudi,1,1,4,356653,0.568,-8.354,0.426,0.0346,0.105,0.461,0.0316,97.629,15,44628
3RNfQ1A3Mw4UfTo4OC4ECw,Ya zahia,Cheikh el Hasnaoui,1,1,4,380386,0.583,-8.921,0.554,1.46e-06,0.228,0.714,0.0405,139.172,14,143394
4WBHyy66YT0B0iTEaG4dsu,Ghabou enjoum,Dahmane El Harrachi,8,1,3,291866,0.477,-8.872,0.58,0.878,0.246,0.887,0.0606,90.634,14,4440
2iRngfxMC2254lQ8qQXhvm,Seblek ya omri,El Hachemi Guerouabi,9,1,4,292000,0.382,-13.376,0.452,0.902,0.146,0.695,0.0428,97.19,14,2330545
6gOAAZQzgngRGEpX5wapjy,Salou ya aaibad / Ala sidna mohamed / M'khilas - Enchainer,Amar Ezzahi,11,0,4,2197893,0.552,-12.503,0.452,0.000528,0.151,0.692,0.0812,128.225,14,299
0PX5e7evWLNju7v8CAICds,Mani Hraymi,Naima Dziria,5,0,3,188416,0.513,-3.122,0.979,1.02e-06,0.351,0.882,0.0548,100.754,14,13432
2f1vNpgjyhT764EsDn2g5k,Rahi harqat kdbadi,Abdelkader Chaou,4,0,4,418533,0.486,-4.466,0.868,0.000837,0.103,0.961,0.141,103.492,13,119
7997ZSJDtrLg92AuefWj5f,Iferedj rabi,Kamel Messaoudi,6,0,4,571023,0.46,-11.326,0.497,0.00654,0.374,0.356,0.0297,105.136,13,4553
0jqHedFNFQb5Yw5sZlFbBa,Ghalet fi hssabek,El Hachemi Guerouabi,7,1,4,268000,0.513,-9.395,0.57,0.00836,0.142,0.845,0.0439,145.288,13,322538
4xWf9OQFilkvzhBHX0Ktbj,Elli yezraa errih,Dahmane El Harrachi,0,0,4,392133,0.561,-8.655,0.613,0.00165,0.143,0.837,0.0428,103.242,13,93102
4zYPfl9lo86kG7RdBftMIg,Leghrame eblani,Naima Dziria,0,0,4,198773,0.663,-7.65,0.847,3.56e-05,0.249,0.834,0.0415,105.087,13,37006
5yYnWWDs4j4qu8TfjLvooL,Baba ghayou,Cheikh el Hasnaoui,8,1,4,276613,0.499,-14.158,0.16,0.672,0.153,0.707,0.101,178.264,13,339555
7GBHeP6kr0hkdompbZpInW,Yedja yemas,Cheikh el Hasnaoui,5,1,5,233920,0.509,-4.791,0.552,5.39e-05,0.496,0.571,0.0308,116.447,13,58082
1XXMcOooN326GP8shbCQCS,Fat elli fat,Kamel Messaoudi,11,0,4,408760,0.455,-8.129,0.503,0.000238,0.151,0.556,0.0347,98.308,13,136537
3rgMu3Njg5YN60SKOo5eL3,Bnet essouhba,Cheikh el Hasnaoui,7,1,4,192120,0.695,-7.377,0.697,0.00332,0.308,0.93,0.0352,109.573,13,695
35AmvJ3zPrLdf6ysD0PWTA,Goumryat lebrodj - Enchainer,Amar Ezzahi,1,1,4,952063,0.482,-9.523,0.554,0.124,0.268,0.502,0.0397,121.359,13,41948
3GVC4Up7LqgPwh3htdngvB,Rayeh marhoun,Kamel Messaoudi,11,0,4,377693,0.539,-9.585,0.517,0.000159,0.124,0.297,0.0376,102.15,13,265055
1Y14UYrGa4DxL09cYkyFEc,Wahrane el bahia,Naima Dziria,0,1,3,102453,0.575,-8.587,0.844,0.2,0.683,0.676,0.0426,101.259,12,66728
04Itze2vgmdpU7A5y6ckCP,Ha kanek aouane,Kamel Messaoudi,0,0,4,326373,0.54,-11.05,0.516,0.00255,0.131,0.926,0.0449,112.541,12,786
1H8aSeVv5syRaPhAVwXPPA,Ach dani,El Hachemi Guerouabi,0,0,4,280000,0.528,-5.519,0.918,0.00706,0.718,0.963,0.0491,101.892,12,83004
7JIhddoiDDe3xCbgwx5XoL,El haraka ouessoukoun,Dahmane El Harrachi,2,1,4,294480,0.704,-11.67,0.583,3.18e-06,0.129,0.777,0.0341,108.274,12,797
6F2SV1I8IUo3u5l56nah4L,Kheliha taamel,Kamel Messaoudi,2,1,3,380852,0.606,-7.194,0.723,0.0,0.203,0.554,0.0382,152.121,12,290487
60U1geRr5tmSRPLZwdQqPa,Djib rassek lia,El Hachemi Guerouabi,8,1,4,258000,0.314,-5.696,0.841,0.00225,0.456,0.829,0.0454,129.035,12,242847
3z0jNVqVeybyV7wj1ZwtJ8,Yal goumri,Dahmane El Harrachi,2,1,4,387986,0.666,-6.872,0.706,0.0152,0.588,0.887,0.0288,108.663,12,3870
2elwyziwMlNjHW0mFvpITx,Ana ouanti ya guitara,Kamel Messaoudi,8,1,4,319306,0.745,-11.773,0.582,1.02e-06,0.0753,0.779,0.0869,113.599,12,502936
3gdXSxlCtqhjbpvu2skRXG,Madjabe alik meddahe,Dahmane El Harrachi,7,1,4,359946,0.584,-10.615,0.499,0.0738,0.117,0.733,0.0352,109.829,12,15539
0auQ7SsjfGegP3pR1CAinj,Ezzouh mayzid ferradjla,Dahmane El Harrachi,10,0,4,356093,0.7,-7.243,0.613,6.89e-05,0.108,0.921,0.0484,118.959,12,1745
6rtsQGjXKCx6fiDYN4gUVy,Meskine / Abkaou ala kheir,El Hachemi Guerouabi,3,1,3,573586,0.419,-7.319,0.69,0.00491,0.509,0.89,0.0507,94.338,12,3169
2ZIoZRXEcAzfpDzrqsiMI5,Tefkira,Kamel Messaoudi,7,1,3,626160,0.451,-9.398,0.468,5.68e-06,0.135,0.656,0.0342,137.613,12,128214
2ZIoZRXEcAzfpDzrqsiMI5,Tefkira,Kamel Messaoudi,7,1,3,626160,0.451,-9.398,0.468,5.68e-06,0.135,0.656,0.0342,137.613,12,128214
2ZIoZRXEcAzfpDzrqsiMI5,Tefkira,Kamel Messaoudi,7,1,3,626160,0.451,-9.398,0.468,5.68e-06,0.135,0.656,0.0342,137.613,12,128214
3bUwWrMHyIYItswDV1mGAj,El wadaa,Kamel Messaoudi,7,0,4,370786,0.545,-10.028,0.537,0.00255,0.153,0.372,0.0384,100.889,12,210557
1bK7bNfWxMYVV8IegUeHJq,Rana Djinek,Naima Dziria,3,1,3,240320,0.39,-5.0,0.874,2.64e-06,0.369,0.833,0.0347,146.62,12,30404
2ZIoZRXEcAzfpDzrqsiMI5,Tefkira,El Hachemi Guerouabi,7,1,3,626160,0.451,-9.398,0.468,5.68e-06,0.135,0.656,0.0342,137.613,12,23001
4DizJt5bzprsMK6i0HqMJT,El ouelf saib,Dahmane El Harrachi,4,0,4,308653,0.648,-9.115,0.66,0.0,0.165,0.929,0.0496,111.845,12,3613
2ZIoZRXEcAzfpDzrqsiMI5,Tefkira,Dahmane El Harrachi,7,1,3,626160,0.451,-9.398,0.468,5.68e-06,0.135,0.656,0.0342,137.613,12,26245
2ZIoZRXEcAzfpDzrqsiMI5,Tefkira,Dahmane El Harrachi,7,1,3,626160,0.451,-9.398,0.468,5.68e-06,0.135,0.656,0.0342,137.613,12,26245
2ZIoZRXEcAzfpDzrqsiMI5,Tefkira,Dahmane El Harrachi,7,1,3,626160,0.451,-9.398,0.468,5.68e-06,0.135,0.656,0.0342,137.613,12,26245
2ZIoZRXEcAzfpDzrqsiMI5,Tefkira,El Hachemi Guerouabi,7,1,3,626160,0.451,-9.398,0.468,5.68e-06,0.135,0.656,0.0342,137.613,12,23001
2ZIoZRXEcAzfpDzrqsiMI5,Tefkira,El Hachemi Guerouabi,7,1,3,626160,0.451,-9.398,0.468,5.68e-06,0.135,0.656,0.0342,137.613,12,23001
3pvyR95VVVe87JdOerDKQE,Ajini ajini,Cheikh el Hasnaoui,8,1,4,357386,0.519,-8.743,0.653,0.0,0.106,0.492,0.0417,100.563,12,25595
70cUlm3x0e9GJxelmuXKWl,El haraz,Amar Ezzahi,2,1,4,1060337,0.721,-5.574,0.645,0.0,0.0701,0.806,0.0642,128.741,11,8591612
13f5lrRFJxD1qPhVXT636o,Djazair yamali,Cheikh el Hasnaoui,0,1,4,240986,0.375,-3.14,0.874,0.000296,0.114,0.803,0.0587,78.577,11,16493
