id,name,main_artist,key,mode,time_signature,duration_ms_x,danceability,loudness,energy,instrumentalness,liveness,valence,speechiness,tempo,popularity,last_fm_playcount,last_fm_listeners
3h8WLwHivIm6O1jsWONcuO,كواني أو راه,Kamel Messaoudi,9,0,3,404466,0.48,-2.95,0.726,0.00026,0.0689,0.861,0.0339,99.397,0,0,0
6HI9FDQbV52Xcfc5hoMaKz,M'Khiles,Kamel Messaoudi,11,0,4,219693,0.546,-14.485,0.469,0.149,0.12,0.815,0.0349,99.166,0,22,2
0HqlOwRWUyrhBykgFi5sW5,يا داير,Kamel Messaoudi,11,1,4,371200,0.429,-5.637,0.551,0.00142,0.112,0.711,0.0432,114.493,0,0,0
0MYz1zaXlg8YxC4H3gSsVz,Hassebni Khoud Krak,Kamel Messaoudi,7,1,4,303933,0.685,-8.806,0.472,0.0,0.075,0.787,0.0366,98.667,0,0,0
5zgI0EvN8pHnVgQxoUToDr,Lli mekoui,Kamel Messaoudi,10,0,4,283493,0.671,-4.328,0.918,1.28e-06,0.173,0.887,0.0324,105.007,0,0,0
2seSHbjNbTHJYw45XWW5LD,El Walidine,Kamel Messaoudi,5,0,4,488919,0.625,-12.505,0.582,0.0274,0.345,0.621,0.0475,95.794,0,0,0
58ImLnRhTDXEVKHEiakACI,Bilad Elkhir,Kamel Messaoudi,2,1,4,594400,0.633,-13.382,0.325,0.0,0.246,0.603,0.0794,97.443,0,0,0
3OcmUT9WBhIUbSbedRdDpI,Ayoul Ig Avghane Thoulas,Kamel Messaoudi,1,1,3,331560,0.693,-12.936,0.395,6.46e-05,0.138,0.889,0.0423,94.293,0,0,0
02yQSPQKZ7pFClP3faKlYw,Koumou ya b nat,Kamel Messaoudi,5,0,3,354840,0.485,-6.042,0.679,0.00183,0.197,0.952,0.0402,149.366,0,0,0
6bzYQOD8sOzWJfJv54IIkb,Ayahlili,Kamel Messaoudi,10,1,4,445453,0.654,-13.861,0.326,0.0,0.156,0.697,0.0494,130.061,0,0,0
5RUuH10ivMFPdrsSv8trFv,Ya n joume ellile,Kamel Messaoudi,4,0,3,457893,0.325,-8.549,0.428,0.0,0.464,0.638,0.0397,159.508,0,0,0
2euvLJJ7pallteclrgTMJ6,Rahou Mqadar,Kamel Messaoudi,11,0,4,338306,0.437,-4.962,0.686,3.59e-05,0.183,0.822,0.0295,140.208,0,15,8
1eaPpbtuVyEdiDKZMOHrz2,Sir anaker lehssane,Kamel Messaoudi,2,1,3,308098,0.464,-5.549,0.694,0.000241,0.185,0.722,0.0318,139.895,0,0,0
1OdGqRuAYSEMDePqEQSKny,A yemma yemma,Kamel Messaoudi,7,1,3,265373,0.646,-9.911,0.482,0.0,0.155,0.847,0.0422,137.345,0,0,0
6utAsV0ZpQzWlU42Vhcz8F,Ya Dzair,Kamel Messaoudi,11,1,4,371200,0.429,-5.637,0.552,0.00146,0.112,0.712,0.043,114.547,0,29,11
76itWCEgZucnAf2Yee0U1U,Noussik ya h bibi,Kamel Messaoudi,2,1,4,506173,0.464,-7.315,0.487,2.05e-06,0.187,0.259,0.0672,110.656,0,0,0
6raAnOGzhN1ZP5sA5ODlgn,Sseh ssev,Kamel Messaoudi,11,0,4,387800,0.562,-14.546,0.445,0.0148,0.0455,0.82,0.0479,97.656,0,0,0
59V8CLpoyI8yqBcnhTGTgd,El kahwa ouel atay,Kamel Messaoudi,7,0,4,346255,0.471,-9.348,0.681,0.000161,0.12,0.904,0.0357,108.019,0,0,0
71zxLCRnWiMPVazPUFI7KP,Elli Heb Slahou,Kamel Messaoudi,7,0,4,363973,0.653,-10.411,0.483,6.55e-06,0.428,0.891,0.034,101.708,0,0,0
6toBNLied02a43Fsg70kTI,Thine dhiyirhane,Kamel Messaoudi,11,0,4,250613,0.641,-11.416,0.559,0.00016,0.124,0.914,0.0415,91.383,0,0,0
1yxUXnJgZdiS9XsUwJvAOF,Ya Noudjoum Ellil,Kamel Messaoudi,3,0,3,378720,0.42,-7.83,0.638,5.66e-06,0.274,0.886,0.0551,174.639,0,0,0
5vcKjbTY8wXe7LmWdkwoQX,Ayen ayen,Kamel Messaoudi,0,1,3,274893,0.476,-6.839,0.743,0.316,0.187,0.881,0.0427,155.969,0,0,0
4oHorrtIzLzBvdluZiA0a1,Samhini,Kamel Messaoudi,11,0,4,473120,0.431,-6.345,0.786,0.0269,0.111,0.549,0.0391,127.627,0,13,5
068e9axFZWxUb0Uny0mJoP,Kifache hilti,Kamel Messaoudi,2,1,4,369667,0.534,-7.078,0.418,6.83e-05,0.27,0.376,0.0536,99.369,0,0,0
4q2cLHIMAiqAddPUvCp5Vn,Ya Rayeh,Kamel Messaoudi,2,1,4,184826,0.656,-2.517,0.817,0.0,0.408,0.867,0.033,102.712,0,0,0
120ylV3gQCOkqJdHTSg6lL,Algérie mon beau pays,Kamel Messaoudi,2,0,4,247533,0.427,-12.627,0.282,1.32e-05,0.139,0.487,0.0431,91.385,0,0,0
42hilTGCHG6T55EMGrlPvO,Ya D'zaihier,Kamel Messaoudi,0,1,1,522026,0.373,-6.977,0.663,0.00313,0.172,0.43,0.0867,111.658,0,0,0
1ijKlOLZZipkUcXTZFnG0J,Interlude Wallen (feat. Wallen),Idir,4,0,3,16106,0.59,-7.719,0.472,0.000139,0.389,0.962,0.0451,125.098,0,0,0
07xLL2TJBGT9xTGcan6g6k,Acht T'Siyed,Kamel Messaoudi,6,1,4,331733,0.455,-15.045,0.35,0.0111,0.197,0.844,0.035,137.831,0,1,1
6KocNFg8G2hERSnlthS35p,Lahnina - Instrumental,Kamel Messaoudi,10,1,4,337653,0.434,-13.491,0.551,7.45e-06,0.167,0.859,0.0494,112.275,0,2,1
2lOZQV3TftSYIn9FLHDIUt,Samhini,Kamel Messaoudi,11,0,4,473120,0.431,-6.345,0.786,0.0269,0.111,0.549,0.0391,127.627,0,13,5
6QVohG0kIpUxCXWJJJsqC9,Sir anaker lehssane,Kamel Messaoudi,2,1,3,308098,0.464,-5.549,0.694,0.000241,0.185,0.722,0.0318,139.895,0,0,0
7eKu1iKDodHYEJgCjUbvUe,Sobhane Allah ya l'tif,Kamel Messaoudi,10,0,3,903400,0.697,-11.463,0.435,0.627,0.128,0.537,0.0467,102.604,0,0,0
4TFyw9oKhfsd5YfyZGzjgc,Gualou hasni met,Kamel Messaoudi,1,1,4,396813,0.701,-7.131,0.531,2.33e-05,0.121,0.48,0.0274,136.755,0,0,0
7EzSk6nZiABJaafZwfGf9y,يا الله,Kamel Messaoudi,2,1,3,1075466,0.54,-6.024,0.68,0.0103,0.582,0.595,0.0353,120.916,0,0,0
6nKENOC1E5VVZUdcIEZ0MY,سبحان الله هو الشجار,Kamel Messaoudi,10,0,3,903400,0.697,-11.463,0.435,0.625,0.128,0.538,0.0466,102.606,0,0,0
5ON3abmfPrMvkOMrz7F4Ad,Allah yahdiq,Kamel Messaoudi,2,1,4,584280,0.608,-7.516,0.484,1.74e-05,0.353,0.723,0.0316,105.751,0,0,0
5gTVqdee1TAhMy3zGxkRWv,Youm el khemis,Kamel Messaoudi,6,0,4,701146,0.603,-9.231,0.55,0.901,0.111,0.732,0.0304,113.029,0,0,0
5BpmE6GQBalj3ALOAXxgBY,سان خوسيه,Kamel Messaoudi,7,1,4,292492,0.707,-9.823,0.665,0.0026,0.112,0.488,0.0637,106.036,0,0,0
7oTRWxWnyQyMuKgcBK6jXZ,ايلي هيب سلاهو,Kamel Messaoudi,7,0,4,363973,0.653,-10.411,0.483,6.62e-06,0.428,0.891,0.034,101.708,0,0,0
4az7IzZwvlBfwWN34qwuvo,Denia tehoual,Kamel Messaoudi,11,1,3,233213,0.585,-5.257,0.717,0.0,0.0741,0.956,0.0388,149.955,0,0,0
6O49rk05ipzpd0DXYJh9kh,الحبيب,Kamel Messaoudi,0,0,1,208640,0.292,-0.493,0.957,0.00018,0.092,0.834,0.0566,81.594,0,0,0
2BzENsfEBtwqeNYp9hWQGd,قالب الكوتوش,Kamel Messaoudi,0,0,3,232493,0.718,-8.486,0.686,3.25e-05,0.0706,0.963,0.0415,140.324,0,0,0
2ank0KLhB2CgaImMeeQxeG,الصحراء,Kamel Messaoudi,4,0,3,427013,0.397,-6.569,0.652,0.000176,0.252,0.488,0.0317,153.281,0,0,0
67CNhtl85JFWN8FlW3NVKp,Ya le khayene,Kamel Messaoudi,8,0,3,361946,0.604,-7.508,0.648,1.18e-05,0.13,0.686,0.0364,162.023,0,0,0
5PpI1n3R2I30XshjwVVYRw,يا سيدي رسول الله,Kamel Messaoudi,6,1,4,421293,0.674,-9.136,0.589,1.86e-06,0.12,0.883,0.0339,88.003,0,0,0
6VxqJ329BgyipTRNY47Jp9,ماتجيبدوليش,Kamel Messaoudi,7,0,4,316973,0.602,-7.383,0.676,0.00397,0.111,0.831,0.0726,173.983,0,0,0
2UUM4Mj97YN9DNyIxGO75e,Kouani Ou Rah,Kamel Messaoudi,9,0,3,404466,0.458,-2.95,0.726,0.000261,0.0689,0.85,0.0376,100.361,0,0,0
79ahLX0sT8hUCmMPTdFR8t,رمضان,Kamel Messaoudi,2,0,4,216520,0.651,-5.074,0.713,3.4e-05,0.187,0.804,0.125,160.005,0,0,0
7nuwNt831Ld7n0HRlvK5xD,الزنا,Kamel Messaoudi,7,1,4,244391,0.752,-12.441,0.316,0.0,0.366,0.653,0.0376,95.921,0,0,0
2iR7SbE29VTltw2DdbOh1l,Ya Noudjoum Ellil,Kamel Messaoudi,3,0,3,378720,0.42,-7.83,0.638,5.66e-06,0.274,0.886,0.0551,174.639,0,0,0
2vcPu0a1SDJm6YeNycd3Mq,Tefkira,Kamel Messaoudi,7,1,3,626160,0.452,-9.398,0.468,5.82e-06,0.135,0.655,0.0341,137.38,0,0,0
5pNj8EgoZgxvOctX8EWb2A,Ayen ayen,Kamel Messaoudi,0,1,3,274893,0.476,-6.839,0.743,0.316,0.187,0.881,0.0427,155.969,0,0,0
0jRFvo3nK5ReoLbPcMHXex,Rahou Mqadar,Kamel Messaoudi,11,0,4,338306,0.437,-4.962,0.686,3.59e-05,0.183,0.822,0.0295,140.208,0,15,8
5cRs6qQPqqDyfEfB45tqAg,L'Amérique,Kamel Messaoudi,3,1,3,365320,0.49,-7.798,0.648,0.00019,0.21,0.72,0.0728,81.038,0,0,0
4cdnirkW89bseK0GlsLgdr,Ache Dani,Kamel Messaoudi,1,1,4,356653,0.569,-8.353,0.425,0.0352,0.105,0.462,0.0314,97.629,0,0,0
39ARN9NK4nYw1QLOHXFdam,Habit el Youm,Kamel Messaoudi,11,0,3,345386,0.373,-4.863,0.83,0.000588,0.258,0.701,0.0347,153.365,0,33,17
3qx1XTUhf97YQBL2xsw10t,Elli Heb Slahou,Kamel Messaoudi,7,0,4,363973,0.653,-10.411,0.483,6.55e-06,0.428,0.891,0.034,101.708,0,0,0
30Yt4BjbWfzSgXxwO84TM8,Algérie mon beau pays,Kamel Messaoudi,2,0,4,247533,0.427,-12.627,0.282,1.32e-05,0.139,0.487,0.0431,91.385,0,0,0
0BeTIc6tIrKu5HvyTVavx4,Ya rayeh,Kamel Messaoudi,2,1,4,184826,0.656,-2.517,0.817,0.0,0.408,0.867,0.033,102.712,0,0,0
66yswly1KS5j1AtADq365B,Kounte fi bladi,Kamel Messaoudi,0,1,1,275920,0.298,-7.129,0.567,0.0,0.162,0.352,0.0385,190.901,0,0,0
